name_df1,name_df2,price_df1,price_df2,similarity
, EQUIPO COPROPARASITOLOGICO TABLADA ADULTO ,,573.21,
, EQUIPO COPROPARASITOLOGICO TABLADA  PEDIATRICO CON PORTAOBJETO ,,573.21,
, O2+ PINZA DE DEPILAR FUCSIA (0195) ,,570.62,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO 12 MESES+ CELESTE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO +12 MESES VERDE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO +12 MESES ROSA ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  6 MESES+ CELESTE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  0 MESES+ CELESTE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +6 MESES VERDE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +6 MESES ROSA ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +0 MESES VERDE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +0 MESES ROSA ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +6 MESES VERDE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +6 MESES ROSA ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +6 MESES CELESTE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +12 MESES VERDE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +12 MESES ROSA ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +12 MESES CELESTE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +0 MESES VERDE ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +0 MESES ROSA ,,570.0,
, CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +0 MESES CELESTE ,,570.0,
, PERA DE GOMA FUREY No.  6 ,,563.0,
, PEINE FUREY MOD.2 PIOJOS DIENTE Y MANGO DE METAL ,,550.0,
, MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 4 ,,548.0,
, MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 3 ,,548.0,
, MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 2 ,,548.0,
, MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 1 ,,548.0,
, ALGODON DONCELLA x 300 gr. ,,546.92,
, VASELINA MEDICINAL  FUREY x  250 cc ,,537.0,
, CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CON ASAS LARGA ROSA ,,535.0,
, CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CON ASAS LARGA CELESTE ,,535.0,
, IYOSEI CREMA M&C KARITE x 240 gr. ,,531.21,
, IYOSEI CREMA M&C ALOE VERA x 240 gr. ,,531.21,
, PEINE OYONNAX  N: 10 (TOILETTE) ,,529.98,
, TOBILLERA ELASTICA FUREY x 1 u. TALLE 7 ,,529.0,
, TOBILLERA ELASTICA FUREY x 1 u. TALLE 4 ,,529.0,
, TOBILLERA ELASTICA FUREY x 1 u. TALLE 3 ,,529.0,
, TOBILLERA ELASTICA FUREY x 1 u. T6 ,,529.0,
, TOBILLERA ELASTICA FUREY x 1 u. T5 ,,529.0,
, BOMBACHA GERIATRICA PLASTICA TALLE 4 ,,523.96,
, BOMBACHA GERIATRICA PLASTICA TALLE 3 ,,523.96,
, MAS CORTA UÑAS LATERAL BLISTER  228 ,,521.83,
, CHAPOTEANDO MAMADERA NATURAL 250 cc VERDE ,,517.0,
, CHAPOTEANDO MAMADERA NATURAL 250 cc ROSA ,,517.0,
, CHAPOTEANDO MAMADERA NATURAL 250 cc CELESTE ,,517.0,
, DEDOS DE GOMA  N.3 x 12 UNIDADES ,,514.28,
, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°22 BALON 5 ,,510.0,
, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°20 BALON 5 ,,510.0,
, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°18 BALON 5 ,,510.0,
, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°14 BALON 5 ,,510.0,
, ALGABO COLONIA LAVANDA x 500 cc ,,500.51,
, ALGABO COLONIA INGLESA x 500 cc ,,500.51,
, ALGABO COLONIA AMBRE x 500 cc ,,500.51,
, DISCO DE ALGODON DESMAQUILLANTE DONCELLA x 80 u. ,,494.31,
, TELA ADHESIVA.Nº7 x u.  FUREY 5 cmx4m ,,494.0,
, PERFUME GALAPAGOS MUJER FANTASIA BS ,,493.1,
, PERFUME GALAPAGOS MUJER 5 AVENIDA ,,493.1,
, CHAPOTEANDO COLONIA x 120cc SIN VAPORIZADOR ,,470.0,
, CERA DEPILATORIA FUREY EN LATA MIEL x 200 gr ,,470.0,
, TAPON OIDOS SILICONAS CON ALETAS Y CORDON ADULTO ,,458.51,
, REPUESTO NEBULIZADOR PISTON MANGUERA NEBULIZAR SILFAB ,,454.58,
, BOMBACHA GERIATRICA PLASTICA TALLE 2 ,,443.82,
, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts ROJO ,,441.06,
, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts PIEL ,,441.06,
, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts NEGRO ,,441.06,
, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts AZUL ,,441.06,
, MAS BLADE MAX AFEITADORA BOLSA MEN x 2  600 ,,431.83,
, ALGABO PERFUME DE TELAS VAIS GATILLO PRIMAVERA x 500 ml ,,430.02,
, ALGABO PERFUME DE TELAS GATILLO SUAVE x 450 ml ,,430.02,
, CHAPOTEANDO BABERO CON BROCHE BALLENA ,,426.89,
, CHAPOTEANDO MORDILLO SILICONA LLAVE VERDE ,,425.0,
, CHAPOTEANDO MORDILLO SILICONA LLAVE ROSA ,,425.0,
, CHAPOTEANDO MORDILLO SILICONA LLAVE CELESTE ,,425.0,
," VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN)  7,5 cm x 4,5 mts. ",,414.8,
, VENDA ELASTICA DEPORTIVA FUREY x  9 cm ,,407.0,
, PLANTILLAS CON ARCO FUREY No 44 ,,396.0,
, PLANTILLAS CON ARCO FUREY No 40 ,,396.0,
, PLANTILLAS CON ARCO FUREY No 38 ,,396.0,
, PLANTILLAS CON ARCO FUREY No 36 ,,396.0,
, PLANTILLAS CON ARCO FUREY No 35 ,,396.0,
, PLANTILLAS CON ARCO FUREY No 34 ,,396.0,
, PERA DE GOMA FUREY No.  2 ,,393.0,
, MARY BOSQUES KIT COLORACION Nº 9 RUBIO MUY CLARO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 8.3 RUBIO CLARO DORADO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 8.1 RUBIO CLARO CENIZA ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 7.73 RUBIO CHOCOLATE DORADO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 7.3 RUBIO DORADO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 7.1 RUBIO CENIZA ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 7 RUBIO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 6.73 RUBIO OSCURO CHOCOLATE DORADO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 6.1 RUBIO SOCURO CENIZA ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 5 CASTAÑO CLARO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 4 CASTAÑO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 3 CASTAÑO OSCURO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 10.1 RUBIO PLATINO ,,387.57,
, MARY BOSQUES KIT COLORACION Nº 1 NEGRO ,,387.57,
, CHAPOTEANDO BABERO GRANDE PEZ CON MOÑO ,,379.26,
, CHAPOTEANDO BABERO GRANDE BALLENA ,,379.26,
, NONISEC APOSITOS INCONTINENCIA LEVE x 10 unid. ,,369.81,
, JACTANS ESMALTE UÑAS 3D ORO 688/008 ,,369.22,
, JACTANS ESMALTE UÑAS 3D AZUL 688/012 ,,369.22,
, VENDA YESO FRAGUADO RAPIDO 15 CM X 4 MT ,,367.99,
, ALGABO CONTROL CREMA PARA PEINAR KERATINA x 300 ml ,,366.57,
, REPUESTO TENSIOMETRO ANEROIDE PERA GOMA ,,361.55,
, VENDA ELASTICA DEPORTIVA FUREY x  7 cm ,,352.0,
, CHAPOTEANDO BABERO FORMA GOTITA PEZ CON MOÑO ,,351.04,
, BABERO CHAPOTEANDO FORMA GOTITA BALLENA ,,351.04,
, REPUESTO TENSIOMETRO ANEROIDE MANGA (TELA) ,,350.0,
, CHAPOTEANDO ESPONJA INFANTIL ESTRELLA CELESTE ,,350.0,
, CHAPOTEANDO ESPONJA INFANTIL ESTRELLA AMARILLO ,,350.0,
, CREMA CON ALOE VERA FUREY  x 180 grs ,,346.0,
, ALGABO QUITAESMALTE CON DOSIFICADOR SPRAY x 120 ml ,,345.42,
, JACTANS DELINEADOR LAPIZ  LABIAL MADERA CHOCOLATE 605/004 ,,341.86,
, JACTANS DELINEADOR LABIAL LAPIZ MADERA ROJO 605/013 ,,341.86,
, JACTANS DELINEADOR LABIAL LAPIZ MADERA RAISIN 605/009 ,,341.86,
, JACTANS DELINEADOR LABIAL LAPIZ MADERA PINK 605/012 ,,341.86,
, JACTANS DELINEADOR LABIAL LAPIZ MADERA BURGUNDY 605/003 ,,341.86,
, PAPAGAYO PLASTICO ,,340.0,
, PERA DE GOMA FUREY No.  0 ,,335.0,
, ALGABO SHAMPOO MANZANILLA Y MAGNOLIA BRILLO x 930 ml ,,324.28,
, ALGABO ACONDICIONADOR REFRESCANTE DETOX x 930 ml ,,324.28,
, ALGABO ACONDICIONADOR MANZANILLA Y MAGNOLIA BRILLOx 930 ml ,,324.28,
, ALGABO ACONDICIONADOR COCO Y LECHE SUAVIDAD x 930 ml ,,324.28,
, GARLOPIN CALLOS REPUESTO x 10 u  G100 ,,323.42,
, CHAPOTEANDO CARTON x 6 u CINTA PORTA CHUPETE CELESTE ,,320.0,
, MAS KDENT CEPILLO TRAVEL  801 ,,318.87,
, ALGABO CONTROL DISCOS DESMAQUILLANTES x 80 unid. ,,317.23,
, DERMOGREEN SHAMPOO CON MOLECULAS DE KERATINA x 350 ml. ,,315.63,
, DERMOGREEN SHAMPOO CON ACEITE DE ARGAN x 350 ml. ,,315.63,
," VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN)  5 cm x 4,5 mts. ",,314.14,
, AGUJA NEOJET 40x8  21G x 1 1/2 CAJA x 100u. ,,309.0,
, AGUJA NEOJET 25x8  21G x 1 CAJA x 100 u. ,,309.0,
, VENDA ELASTICA DEPORTIVA FUREY x  5 cm ,,304.0,
, ALGABO SHAMPOO CHICLE x 350 ml ,,303.13,
, ALGABO QUITAESMALTE EXPRESS x 75 ml ,,303.13,
, ALGABO ACONDICIONADOR SANDIA DULCE x 350 ml ,,303.13,
, CHAPOTEANDO CEPILLO LIMPIA MAMADERA CELESTE ,,300.0,
, CHAPOTEANDO CEPILLO LIMPIA MAMADERA BLANCO ,,300.0,
, HIPOALERGIC APOSITO FILM 6 cm x 7cm x 3 unid ,,298.12,
, VASELINA MEDICINAL  FUREY x  125 cc ,,297.0,
, ALGABO JABON LIQUIDO ANTIBACTERIAL x 300 ml ,,296.08,
, ALG GEL DUCHA COCO Y MIEL x 350 ml ,,296.08,
, BIALCOHOL MEDICINAL 96% PORTA x  500 ml ,,282.0,
, BIALCOHOL GEL C/GLICERINA DOSIFICADOR PORTA x  250 ml ,,273.06,
, ALGABO POLVO DESODORANTE PIES TALQUERA x 200 grs. ,,267.88,
, VENDA YESO FRAGUADO RAPIDO 10 CM X 4 MT ,,264.5,
, O2+ SET DE 3 LIMAS ANIMAL PRINT (0041) ,,259.95,
, CLORURO DE MAGNESIO DROGAL  POTE x 100 gr ,,257.0,
, ALGODON DONCELLA x 140 gr. ,,252.82,
, MARY BOSQUES CREMA COLORANTE FANTASIA VERDE x 47 gr. ,,248.38,
, MARY BOSQUES CREMA COLORANTE FANTASIA TURQUESA x 47 gr. ,,248.38,
, MARY BOSQUES CREMA COLORANTE FANTASIA ROSA x 47 gr. ,,248.38,
, MARY BOSQUES CREMA COLORANTE FANTASIA ROJO x 47 gr. ,,248.38,
, MARY BOSQUES CREMA COLORANTE FANTASIA NARANJA x 47 gr. ,,248.38,
, MARY BOSQUES CREMA COLORANTE FANTASIA MAGENTA x 47 gr. ,,248.38,
, MARY BOSQUES CREMA COLORANTE FANTASIA GRIS ACERO x 47 gr. ,,248.38,
, MARY BOSQUES CREMA COLORANTE FANTASIA AZUL x 47 gr. ,,248.38,
, GLUCOSA PURA ORAL EN POLVO SANADROG x 75 grs. ,,248.0,
, AGUA OXIGENADA SANADROG 10v x 500 cc ,,248.0,
, PLANTILLAS SIN ARCO FUREY No 45 ,,243.0,
, PLANTILLAS SIN ARCO FUREY No 44 ,,243.0,
, PLANTILLAS SIN ARCO FUREY No 42/43 ,,243.0,
, PLANTILLAS SIN ARCO FUREY No 40/41 ,,243.0,
, PLANTILLAS SIN ARCO FUREY No 38/39 ,,243.0,
, PLANTILLAS SIN ARCO FUREY No 36/37 ,,243.0,
, PLANTILLAS SIN ARCO FUREY No 35 ,,243.0,
, PLANTILLAS SIN ARCO FUREY No 34 ,,243.0,
, BICARBONATO DE SODIO FUREY POTE x 100 gr ,,242.0,
, BARBIJO TRIPLE CAPA CON ELASTICO PADEMED CELESTE x 25 u ,,238.0,
, ALGABO JABON LIQUIDO FRUTOS DEL BOSQUE x 300 ml ,,236.86,
, ALGABO JABON LIQUIDO FLOWER MIX x 300 ml ,,236.86,
, ALGABO JABON LIQUIDO CREAM x 300 ml ,,236.86,
, ALGABO JABON LIQUIDO COCO Y VAINILLA x 300 ml ,,236.86,
, ALGABO JABON LIQUIDO CITRUS SPLASH x 300 ml ,,236.86,
, ALGABO HISOPO x 100 u. POTE CILINDRICO ,,234.04,
, MARY BOSQUES POLVO DECOLORANTE x 30 gr ,,230.05,
, BIALCOHOL 70º PORTA x 500 ml ,,228.74,
, ALGABO TALCO VIOLETS TALQUERA x 250 grs ,,218.53,
, ALGABO TALCO FLORAL TALQUERA x 250 grs ,,218.53,
, PEINE OYONNAX N: 1 (BOLSILLO) ,,217.72,
, ANILINA YACOLOR FRIO/CALOR x 30 grs VICUÑA ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs VERDE OSCURO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs VERDE NILO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs VERDE CLARO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs SOLFERINO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs RUBI ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs ROSA PALIDO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs ROSA ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs ROJO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs PURPURA ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs PUNZO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs ORANGE ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs NEGRO AZABACHE ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON OSCURO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON COBRE ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON CLARO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs LILA ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs GRIS PERLA ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs GRIS OSCURO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs GRANATE ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs CELESTE ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs BORDEAUX ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs AZUL MARINO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs AZUL ELECTRICO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs AZUL CIELO ,,217.0,
, ANILINA YACOLOR FRIO/CALOR x 30 grs AMARILLO ,,217.0,
, ACEITE TIPO ALMENDRAS DULCE FUREY x  40 cc ,,210.4,
, ALGABO TALCO PERFUMADO BOLSA x 400 grs ,,210.07,
, PLANTILLAS SIN ARCO FUREY No 20 ,,197.0,
, PLANTILLAS SIN ARCO FUREY No 19 ,,197.0,
, PLANTILLAS SIN ARCO FUREY No 18 ,,197.0,
, ALGABO QUITAESMALTE x 100cc PROFESIONAL XTREME ,,194.57,
, ALGABO QUITAESMALTE x 100cc BLACK PROFESIONAL ,,194.57,
, BICARBONATO DE SODIO DROGAL  CAJA x  100 gr ,,184.0,
, ALGABO POLVO DESODORANTE PIES TALQUERA x 100 grs. ,,181.88,
, JESSAMY GORRA PARA DUCHA LISA G522 ,,180.55,
, JESSAMY GORRA PARA DUCHA LISA G21 ,,180.55,
, VENDA CAMBRIC FUREY (Mod 2) 20 cm.x UNIDAD ,,175.0,
, BIALCOHOL MEDICINAL 96% PORTA x  250 ml ,,171.0,
, REPUESTO NEBULIZADOR PISTON FILTRO AIRE N.28 x 1u. ,,168.3,
, SONDA FOLEY DE LATEX 2 VIAS EPIC N°18 BALON 5 ,,166.0,
, SONDA FOLEY DE LATEX 2 VIAS EPIC N°16 BALON 5 ,,166.0,
, SONDA FOLEY DE LATEX 2 VIAS EPIC N°14 BALON 5 ,,166.0,
, CREMA OXIGENADA FUREY 20 VOLUMEN x 100 cc.HIERBA ,,163.4,
, AGUA OXIGENADA SANADROG 10v x 250 cc ,,163.0,
, ALGABO QUITAESMALTE x 100cc KERATINA ,,159.32,
, ALGABO QUITAESMALTE x 100cc HUMECTANTE ,,159.32,
, ALGABO QUITAESMALTE x 100cc FORTALECEDOR ,,159.32,
, CREMA OXIGENADA FUREY 30 VOLUMEN x 100 cc ,,159.3,
, CREMA OXIGENADA FUREY 20 VOLUMEN x 100 cc ,,157.76,
, ALGABO POLVO DESODORANTE PIES TALQUERA x  60 grs. ,,155.09,
, MARY BOSQUES PALTA EN CREMA CAPILAR x 20 gr. ,,146.67,
, MARY BOSQUES CREMA DE COCO CON ACEITE DE COCO Y ALMENDRAS SOBRE x 20 gr. ,,146.67,
, ALGABO TALCO PERFUMADO BOLSA x 200 grs ,,146.63,
, MARY BOSQUES RUBIOS TOTALES x 20 gr. ,,143.56,
, JESSAMY LIMA SAPHIRO DIAMANTADA MANGO CAREY 6 (L6) ,,141.3,
, ALGABO JABON LIQUIDO GREEN TEA x 300 ml ,,141.13,
, PLATO TRES DIVISIONES VERDE ,,139.45,
, MARY BOSQUES SHOCK ACIDO SOBRE x 20 grs. ,,134.95,
, MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x  20 gr. ,,132.72,
, MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE x 20 gr. ,,131.6,
, TOALLA HIGIENICA DONCELLA POCKET CON ALAS ULTRAFINA x 8 u. ,,131.57,
, AGUA OXIGENADA TABLADA 40 VOLUMEN x 100 cc ,,130.62,
, MARY BOSQUES BOTOXX CAPILAR x 20 gr. ,,130.51,
, ALGODON DONCELLA x  70 gr. ,,127.08,
, VENDA CAMBRIC FUREY (Mod 2) 15 cm. x UNIDAD ,,127.0,
, CHAPOTEANDO TETINA SILICONA BOCA ANGOSTA FLUJO RAPIDO x unid. ,,126.0,
, CHAPOTEANDO TETINA SILICONA BOCA ANGOSTA FLUJO LENTO x unid. ,,126.0,
, LIMA BANANA FUREY DE PULIR 320/400/1500 L13 ,,125.6,
, JESSAMY LIMA SAPHIRO FUNDA DIAMANTADA MANGO CAREY 5 (L5) ,,125.6,
, MARY BOSQUES CREMA COLORANTE FANTASIA AMARILLO x 47 gr. ,,123.77,
, CREMA OXIGENADA SANADROG 30 VOLUMENES x 100 cc ,,123.0,
, CREMA OXIGENADA SANADROG 20 VOLUMENES x 100 cc ,,123.0,
, AGUA OXIGENADA TABLADA 30 VOLUMEN x 100 cc ,,121.9,
, MARY BOSQUES 911 SIN ENJUAGUE TRATAMIENTO INTENSIVO SOBRE x 10 grs. ,,119.5,
, AGUA OXIGENADA TABLADA 20 VOLUMEN x 100 cc ,,117.29,
, MARY BOSQUES KERATINA EN CREMA SOBRE x 20 grs. ,,114.6,
, ALGABO QUITAESMALTE x 50cc KERATINA ,,105.74,
, ALGABO QUITAESMALTE x 50cc HUMECTANTE ,,105.74,
, ALGABO QUITAESMALTE x 50cc FORTALECEDOR ,,105.74,
, MARY BOSQUES VEGANOS NARANJA Y PAPAYA x 20 gr. ,,105.3,
, MARY BOSQUES VEGANOS MANGO Y CAFE VERDE x 20 gr. ,,105.3,
, MARY BOSQUES VEGANOS BANANA Y KIWI x 20 gr. ,,105.3,
, MARY BOSQUES KERATINA EXPRESS x 10 gr. ,,100.6,
, TOALLA HIGIENICA DONCELLA POCKET CON ALAS NORMAL x 8 u. ,,97.97,
, PARCHE FUREY MULTIUSO x u.FIELTRO ,,90.0,
, CHAPOTEANDO TIJERA CORTA UÑA BEBE ROSA ,,89.0,
, CHAPOTEANDO TIJERA CORTA UÑA BEBE CELESTE ,,89.0,
, AGUA OXIGENADA SANADROG 10v GOTERO x 100 cc ,,88.0,
, JESSAMY LIMA ACOLCHADA RECTA NEGRA   L 26 ,,86.35,
, JERINGA NEOJET  60 cc SIN AGUJA x u. ,,62.0,
, PERFUS TIPO SIN AGUJA (V14) Nro 1 MACROGOTERO TRUX ,,45.0,
, CATETER TEFLON DEXAL N.24 (TIPO ABOCAT) ,,44.0,
, CATETER TEFLON DEXAL N.16 (TIPO ABOCAT) ,,44.0,
, CUBIERTO FUREY INFANTIL ROSA (CUCHARA Y TENEDOR) ,,40.0,
, CATETER TEFLON DEXAL N.22 (TIPO ABOCAT) ,,39.0,
, CATETER TEFLON DEXAL N.20 (TIPO ABOCAT) ,,39.0,
, CATETER TEFLON DEXAL N.18 (TIPO ABOCAT) ,,39.0,
, JERINGA FUREY  20 cc SIN AGUJA x u ,,23.0,
, AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 19 ,,14.3,
, AGUJA PERICRANEAL (BUTERFLY) KABU N. 21 ,,13.0,
, EXHIBIDOR LENOX (CONSULTAR PRECIO) ,,41871.39,
, VENDA CAMBRIC FUREY  5 cm. (Mod 1) CAJA x 500 u ,,24552.0,
, CHAPOTEANDO TETINA SILICONA BOCA ANGOSTA BOLSA x 144 u. ,,13824.0,
, TENSIOMETRO DIGITAL AUT.MUÑECA CH605 CITIZEN ,,10780.0,
, ALMOHADILLA TERMICA SILFAB CERVICAL AL92/GR ,,8883.52,
, MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 5 NEGRO ,,5643.27,
, MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 2 NEGRO ,,5643.27,
, MEDIA DESCANSO HOMBRE CORTA 280 DENIER BETALATEX TALLE 1 NEGRO ,,5643.27,
, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 5 ,,4957.19,
, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 3 ,,4957.19,
, NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 3 ,,4490.63,
, TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR VIOLETA ,,4174.0,
, TENSIOMETRO CON ESTETOSCOPIO CORONET SUPERIOR AZUL ,,4174.0,
, ALMOHADILLA TERMICA SILFAB SMALL AL80 ,,3822.63,
, REMERA TERMICA MUJER NEGRA FUREY TALLE SMALL ,,3821.12,
, REMERA TERMICA MUJER NEGRA FUREY T. EXTRA LARGE ,,3821.12,
, CHAPOTEANDO VACIA CAJA MADERA ,,3318.0,
, TOBILLERA NEOPRENE FUREY BALLENADA TALLE 4 ,,3090.95,
, TOBILLERA NEOPRENE FUREY BALLENADA TALLE 3 ,,3090.95,
, MAC GREGOR EAU DE PARFUM PINO x 100 ml ,,2946.37,
, MAC GREGOR EAU DE PARFUM DEEP BLUE x 100 ml ,,2946.37,
, TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 3 ,,2787.69,
, RODILLERA ACTIVA GENUSAN ELASTICA TALLE 5 ,,2649.97,
," TELA ADHESIVA.N.5 x 18 r FUREY 1,25cmx4m ",,2432.0,
, ESPEJO DOBLE FAZ CON AUMENTO DE PIE (ARTICULO 0316) ,,2349.86,
, MAC GREGOR ESTUCHE EAU DE PARFUM STRONGER x 100 ml + DEO ,,2344.0,
," TELA ADHESIVA MICROPOROSA CON CARRETEL FUREY 2,5cmx9mx12u ",,2332.0,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 5 ,,2274.47,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 4 ,,2274.47,
, RODILLERA ACTIVA GENUSAN ELASTICA TALLE 4 ,,2159.43,
, VENDA ELASTICA FUREY 10cmx 4mt.CON GANCHO ,,2137.0,
," DISNEY 3 EN 1 SHAMPOO, ACONDICIONADOR Y BODY WASH TOY STORY x 400 ml. 42783 ",,1915.06,
, MAC GREGOR ESTUCHE EAU DE PARFUM DEEP BLUE x 100 ml + DEO ,,1898.77,
, CABESTRILLO FUREY VIETNAM FUREY TALLE 2 ,,1816.08,
, TELA ADHESIVA MICROPOROSA CON CARRETEL FUREY 5cmx9mx6u ,,1697.0,
, JERINGA NEOJET  10 cc CON AGUJA 40/8 x 100 u ,,1612.0,
, JERINGA BREMEN 10 cc 40/8 x 100 ,,1612.0,
, MUSLERA NEOPRENE FUREY TALLE 4 ,,1609.63,
, ALGABO COCOA BEACH LOCION SPRAY BRONZER  FPS 30 x 250 ml ,,1598.82,
, DERMOGREEN SET REGALO ,,1367.65,
, JACTANS MASCARA DE PESTAÑAS 5 EFECTOS  A PRUEBA DE AGUA 675 ,,1366.63,
, ALGABO COCOA BEACH PROTECTOR SOLAR F 45 x 200 ml ,,1360.55,
, REP TENSIOMETRO MANGA BRAZO DIGITAL XL DE 32/42 cm ,,1287.13,
, TELA ADHESIVA MICROPOROSA FUREY SIN CARRETEL 5cmx9mx6u. ,,1261.0,
," TELA ADHESIVA MICROPOROSA FUREY SIN CARRETEL 2,5cmx9mx12u ",,1261.0,
," TELA ADHESIVA MICROPOROSA FUREY SIN CARRETEL 1,25cmx9mx24u ",,1261.0,
, ALGABO COCOA BEACH PROTECTOR SOLAR F 50 x 130 ml ,,1247.75,
, JACTANS MASCARA DE PESTAÑAS CON CEPILLO A PRUEBA DE AGUA 257/003 ,,1231.06,
, ALGABO COCOA BEACH LOCION SPRAY BRONZER  FPS 15 x 250 ml ,,1195.59,
, ALGABO AVENGERS JABON LIQUIDO BATH TOYS x 300ml ,,1187.13,
, NONISEC PAÑAL ADULTO ULTRA EXTRA GRANDE x  8 unid. ,,1186.69,
